,fund_symbol,quote_type,region,fund_short_name,fund_long_name,currency,fund_category,fund_family,exchange_code,exchange_name,exchange_timezone,avg_vol_3month,avg_vol_10day,total_net_assets,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,fund_yield,inception_date,annual_holdings_turnover,investment_type,size_type,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,fund_price_cashflow_ratio,fund_price_earning_ratio,fund_price_sales_ratio,top10_holdings,top10_holdings_total_assets,returns_as_of_date,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,category_return_5years,years_up,years_down,fund_return_2020,fund_return_2019,fund_return_2018,fund_return_2017,category_return_2015,category_return_2014,category_return_2013,category_return_2012,category_return_2011,category_return_2010,category_return_2009,category_return_2008,category_return_2007,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
10,ACWX,ETF,US,Horizon Active Asset Allocation,Horizon Active Asset Allocation Fund Investor Class,USD,Foreign Large Blend,Horizon Investments,NGM,NasdaqGM,America/New_York,1778880,2458680.0,4305794560.0,56.635,56.813,7.81,0.13195,59.19,-4.48,-0.07569,51.38,3.33,0.06481,0.0193,2008-03-26,0.17,Blend,Large,0.0032,0.0037,0.9927,0.0,0.0823,0.076,0.1247,0.0862,0.0476,0.185,0.0958,0.1138,0.0263,0.1331,0.0292,1.94,10.84,18.87,1.53,"DVY (""iShares Select Dividend ETF""): 0.1452, RSP (""Invesco S&P 500© Equal Weight ETF""): 0.12, QQQ (""Invesco QQQ Trust""): 0.1055, IDEV (""iShares Core MSCI Intl Dev Mkts ETF""): 0.0979, SPYV (""SPDR© Portfolio S&P 500 Value ETF""): 0.097, QUAL (""iShares MSCI USA Quality Factor ETF""): 0.0765, IJH (""iShares Core S&P Mid-Cap ETF""): 0.0677, USSG (""Xtrackers MSCI USA ESG Leaders Eq ETF""): 0.0504, DGRW (""WisdomTree US Quality Dividend Gr ETF""): 0.0494, MTUM (""iShares MSCI USA Momentum Factor ETF""): 0.0488",0.1178,2021-06-30,0.0957,0.0411,-0.0038,0.0128,0.0532,0.0562,0.3568,0.0819,0.0943,0.0078,0.0715,8.0,4.0,0.1048,0.21211,-0.14089,0.27042,-0.02563,-0.03501,0.1848,0.16793,-0.13909,0.10547,0.38882,-0.44749,0.29141,-0.12,1.0,0.87,99.97,17.6,0.52,8.03
11,ADFI,ETF,US,,American Century One Choice Blend+ 2020 Portfolio I Class,USD,Multisector Bond,American Century Investments,BTS,BATS,America/New_York,2612,2740.0,15340206.0,9.652,9.697,1.04,0.1041,9.99,-0.3425,-0.03428,8.95,0.6975,0.07793,0.0156,2020-08-17,0.3856,Growth,Small,0.0199,0.008,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.57,"AVBNX (""Avantis© Core Fixed Income G""): 0.2666, AGBGX (""American Century Global Bond G""): 0.1177, AVUNX (""Avantis© U.S. Equity G""): 0.0896, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0685, ACFGX (""American Century Focused Dynamic Gr G""): 0.0596, APOGX (""American Century Short Dur Infl ProBd G""): 0.0517, AINGX (""American Century Inflation-Adjs Bond G""): 0.0469, AHGNX (""American Century NT High Income G""): 0.0451, AVGNX (""Avantis© Short-Term Fixed Income G""): 0.044, AVDNX (""Avantis© International Equity G""): 0.0434",0.8682,2021-06-30,-0.0212,0.0846,0.0058,0.003,0.0119,0.0308,0.353,0.082,0.0864,0.0496,0.0926,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.0729,0.04504,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
12,ADIV,ETF,US,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class C,USD,Pacific/Asia ex-Japan Stk,DWS,PCX,NYSEArca,America/New_York,430,410.0,4788004.0,17.443,18.162,5.02,0.24381,20.59,-4.9355,-0.2397,15.57,0.0845,0.00543,0.0278,2021-03-29,0.3856,Value,Large,0.0078,0.0054,0.997,0.0,0.0,0.0316,0.2197,0.0876,0.0,0.249,0.0545,0.0245,0.1109,0.1946,0.0275,1.67,13.73,13.41,1.23,"""Cayman Real Assets Fund Ltd."": 0.1098, CCI (""Crown Castle International Corp""): 0.0258, LNG (""Cheniere Energy Inc""): 0.0241, ""United States Treasury Notes 1.62%"": 0.0189, FCX (""Freeport-McMoRan Inc""): 0.0175, ""United States Treasury Notes 0.12%"": 0.0156, AMT (""American Tower Corp""): 0.0146, WMB (""Williams Companies Inc""): 0.0144, ""Lme Pri Alum Futr Jul21 Xlme 20210719"": 0.0139",0.3038,2021-06-30,0.0981,0.0984,-0.0069,-0.0199,0.0219,0.01,0.353,0.0708,0.0864,0.0024,0.0352,9.0,5.0,0.13904,0.20328,-0.16423,0.36701,-0.08923,0.02285,0.02827,0.20639,-0.20255,0.19485,0.73761,-0.51342,0.39069,2.2,0.93,1.0,88.39,17.34,0.62,10.65
13,ADRE,ETF,US,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class R,USD,Diversified Emerging Mkts,DWS,NGM,NasdaqGM,America/New_York,10611,14320.0,209000368.0,49.565,53.987,21.73,0.32404,67.06,-21.58,-0.3218,45.33,0.15,0.00331,0.0104,2002-11-13,0.1765,Blend,Large,0.003,0.0056,1.0,0.0,0.0791,0.092,0.2805,0.0258,0.0434,0.1443,0.0178,0.0077,0.0017,0.3078,0.0,2.63,9.85,16.42,2.19,"""Cayman Real Assets Fund Ltd."": 0.1098, CCI (""Crown Castle International Corp""): 0.0258, LNG (""Cheniere Energy Inc""): 0.0241, ""United States Treasury Notes 1.62%"": 0.0189, FCX (""Freeport-McMoRan Inc""): 0.0175, ""United States Treasury Notes 0.12%"": 0.0156, AMT (""American Tower Corp""): 0.0146, WMB (""Williams Companies Inc""): 0.0144, ""Lme Pri Alum Futr Jul21 Xlme 20210719"": 0.0139",0.6848,2021-08-31,-0.0676,0.1483,-0.009,0.0101,-0.0764,0.0704,0.121,0.1554,0.1016,-0.0218,0.0165,12.0,6.0,0.28244,0.25007,-0.14006,0.35344,-0.16233,-0.03814,-0.03099,0.17248,-0.19495,0.21082,0.70114,-0.492,0.40484,1.04,1.05,1.0,70.46,21.98,0.5,8.54
14,AEMB,ETF,US,American Century Strategic Allo,American Century Strategic Allocation: Aggressive Fund R Class,USD,Emerging Markets Bond,American Century Investments,PCX,NYSEArca,America/New_York,2438,1830.0,22636396.0,48.78,49.459,2.75,0.05464,50.33,-2.01,-0.03994,47.58,0.74,0.01555,0.0156,2021-06-29,0.3856,,,0.0039,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"AVUS (""Avantis© U.S. Equity ETF""): 0.077, QGRO (""American Century US Quality Growth ETF""): 0.0637, FDG (""American Century Foc Dynmc Gr ETF""): 0.0605, VALQ (""American Century STOXX US Qlty Val ETF""): 0.0575, FLV (""American Century Foc Lrg Cp Val ETF""): 0.0562, AVEM (""Avantis© Emerging Markets Equity ETF""): 0.0555, QINT (""American Century Quality Dvrs Intl ETF""): 0.0371, AVDE (""Avantis© International Equity ETF""): 0.0355, AVUV (""Avantis© U.S. Small Cap Value ETF""): 0.0186, KORP (""American Century Dvrs Corp Bd ETF""): 0.0183",0.2151,2021-08-31,0.0981,0.1309,0.0058,0.0048,0.0484,0.0351,0.353,0.1433,0.0864,0.0589,0.061,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.03752,-0.00081,-0.04152,0.11994,0.02814,0.11599,0.30189,-0.13211,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
15,AESR,ETF,US,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class S,USD,Large Blend,DWS,BTS,BATS,America/New_York,13770,9020.0,106446112.0,14.36,13.604,3.351,0.2237,14.98,-0.718,-0.04793,11.629,2.633,0.22642,0.0093,2019-12-16,0.19,Blend,Large,0.0146,0.0036,0.9976,0.0,0.0068,0.1332,0.1651,0.0297,0.0085,0.1617,0.1417,0.1296,0.0078,0.2078,0.0082,4.43,17.75,25.71,2.88,"""Cayman Real Assets Fund Ltd."": 0.1098, CCI (""Crown Castle International Corp""): 0.0258, LNG (""Cheniere Energy Inc""): 0.0241, ""United States Treasury Notes 1.62%"": 0.0189, FCX (""Freeport-McMoRan Inc""): 0.0175, ""United States Treasury Notes 0.12%"": 0.0156, AMT (""American Tower Corp""): 0.0146, WMB (""Williams Companies Inc""): 0.0144, ""Lme Pri Alum Futr Jul21 Xlme 20210719"": 0.0139",0.9991,2021-06-30,0.1428,0.075,0.0224,-0.0025,0.0818,0.032,0.3832,0.1345,0.0864,0.1014,0.1576,1.0,0.0,0.19422,0.20515,-0.07582,0.15879,-0.00632,0.11786,0.31437,0.14212,0.01683,0.17791,0.32264,-0.38047,0.04402,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
16,AFIF,ETF,US,American Fds 2010 Target Date R,American Funds 2010 Target Date Retirement Fund Class A,USD,Multisector Bond,American Funds,BTS,BATS,America/New_York,24566,24930.0,129347520.0,9.619,9.687,0.32,0.03255,9.83,-0.21,-0.02136,9.51,0.11,0.01157,0.0138,2018-09-18,2.27,Value,Small,0.0121,0.008,0.9979,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,13.24,22.04,0.24,"RBOGX (""American Funds Interm Bd Fd of Amer R6""): 0.1503, RIDGX (""American Funds Income Fund of Amer R6""): 0.1272, RIRGX (""American Funds Capital Income Bldr R6""): 0.127, RBFGX (""American Funds Bond Fund of Amer R6""): 0.0852, RILFX (""American Funds Inflation Linked Bd R6""): 0.0651, RMAGX (""American Funds Mortgage R6""): 0.0627, RMMGX (""American Funds ST Bd Fd of Amer R6""): 0.0627, RMFGX (""American Funds American Mutual R6""): 0.0472, RITGX (""American Funds American High-Inc R6""): 0.0379, RWIGX (""American Funds Capital World Gr&Inc R6""): 0.0375",0.2454,2021-06-30,0.0981,0.0846,0.003,0.003,0.0045,0.0308,0.0043,0.082,0.0864,0.0496,0.0926,2.0,0.0,0.01675,0.0067,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.0729,0.04504,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
17,AFK,ETF,US,American Century Strategic Allo,American Century Strategic Allocation: Aggressive Fund R6 Class,USD,Miscellaneous Region,American Century Investments,PCX,NYSEArca,America/New_York,11379,29950.0,64691716.0,21.232,21.583,3.2,0.13913,23.0,-2.88,-0.12522,19.8,0.32,0.01616,0.0369,2008-07-10,0.37,Blend,Medium,0.0079,0.0053,0.9978,0.0,0.2566,0.2598,0.0768,0.0537,0.0115,0.3159,0.0128,0.0044,0.0051,0.0001,0.0033,1.98,8.58,14.73,1.74,"AVUS (""Avantis© U.S. Equity ETF""): 0.077, QGRO (""American Century US Quality Growth ETF""): 0.0637, FDG (""American Century Foc Dynmc Gr ETF""): 0.0605, VALQ (""American Century STOXX US Qlty Val ETF""): 0.0575, FLV (""American Century Foc Lrg Cp Val ETF""): 0.0562, AVEM (""Avantis© Emerging Markets Equity ETF""): 0.0555, QINT (""American Century Quality Dvrs Intl ETF""): 0.0371, AVDE (""Avantis© International Equity ETF""): 0.0355, AVUV (""Avantis© U.S. Small Cap Value ETF""): 0.0186, KORP (""American Century Dvrs Corp Bd ETF""): 0.0183",0.4911,2021-06-30,0.0726,0.075,-0.0319,-0.001,0.04,0.032,0.3845,0.0905,0.0155,0.0496,0.0926,8.0,4.0,0.0232,0.08642,-0.17684,0.26062,-0.00632,-0.07645,0.09999,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-8.56,1.22,0.34,79.39,24.15,0.12,-0.19
18,AFLG,ETF,US,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class R6,USD,Large Blend,DWS,PCX,NYSEArca,America/New_York,762,1340.0,7627908.0,26.611,25.48,5.9,0.2133,27.66,-0.875,-0.03163,21.76,5.025,0.23093,0.0101,2019-12-04,0.3856,Blend,Large,0.0055,0.0036,0.999,0.0,0.0263,0.0975,0.1274,0.0767,0.0257,0.1,0.1142,0.1245,0.0256,0.2536,0.0285,3.91,13.81,21.69,1.82,"""Cayman Real Assets Fund Ltd."": 0.1098, CCI (""Crown Castle International Corp""): 0.0258, LNG (""Cheniere Energy Inc""): 0.0241, ""United States Treasury Notes 1.62%"": 0.0189, FCX (""Freeport-McMoRan Inc""): 0.0175, ""United States Treasury Notes 0.12%"": 0.0156, AMT (""American Tower Corp""): 0.0146, WMB (""Williams Companies Inc""): 0.0144, ""Lme Pri Alum Futr Jul21 Xlme 20210719"": 0.0139",0.1962,2021-06-30,0.1459,0.075,0.0164,-0.0025,0.0704,0.032,0.363,0.1345,0.0864,0.1014,0.1576,1.0,0.0,0.10355,0.20515,-0.07582,0.15879,-0.00632,0.11786,0.31437,0.14212,0.01683,0.17791,0.32264,-0.38047,0.04402,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
19,AFMC,ETF,US,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class T,USD,Mid-Cap Blend,DWS,PCX,NYSEArca,America/New_York,717,2470.0,1268811.0,26.057,25.309,6.466,0.23764,27.209,-1.7595,-0.06467,20.743,4.7065,0.2269,0.0079,2019-12-04,0.3856,Value,Medium,0.0065,0.0047,0.9982,0.0,0.0406,0.0367,0.1513,0.0519,0.0202,0.1512,0.1281,0.1855,0.0866,0.1286,0.0193,2.44,9.69,15.98,1.24,"""Cayman Real Assets Fund Ltd."": 0.1098, CCI (""Crown Castle International Corp""): 0.0258, LNG (""Cheniere Energy Inc""): 0.0241, ""United States Treasury Notes 1.62%"": 0.0189, FCX (""Freeport-McMoRan Inc""): 0.0175, ""United States Treasury Notes 0.12%"": 0.0156, AMT (""American Tower Corp""): 0.0146, WMB (""Williams Companies Inc""): 0.0144, ""Lme Pri Alum Futr Jul21 Xlme 20210719"": 0.0139",0.1072,2021-06-30,0.19,0.0901,-0.0015,0.0012,0.0489,0.0465,0.5131,0.1218,0.0864,0.0834,0.1592,1.0,0.0,0.05895,0.20515,-0.07582,0.15879,-0.04242,0.09844,0.37193,0.16749,-0.01711,0.29495,0.41986,-0.3965,0.05944,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
20,AFSM,ETF,US,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class Inst,USD,Small Blend,DWS,PCX,NYSEArca,America/New_York,909,300.0,1329882.0,27.3,26.192,8.022,0.27595,29.07,-2.6792,-0.09216,21.048,5.3428,0.25384,0.0031,2019-12-04,0.3856,Blend,Small,0.0077,0.004,0.9989,0.0,0.0304,0.0418,0.1343,0.0635,0.0269,0.1373,0.1915,0.1843,0.0535,0.1296,0.0069,2.26,8.98,13.67,1.07,"""Cayman Real Assets Fund Ltd."": 0.1124, CCI (""Crown Castle International Corp""): 0.0343, LNG (""Cheniere Energy Inc""): 0.0227, ""United States Treasury Notes 1.62%"": 0.0191, AMT (""American Tower Corp""): 0.019, ""United States Treasury Notes 0.12%"": 0.0158, TRP. TO (""TC Energy Corp""): 0.0156, ""United States Treasury Notes 1.38%"": 0.0154, SRE (""Sempra Energy""): 0.0143",0.0951,2021-06-30,0.2032,0.0665,0.0176,-0.0412,0.0619,-0.0226,0.5871,0.0371,0.0864,0.0458,0.1214,1.0,0.0,0.08463,0.20515,-0.07582,0.15879,-0.05447,0.05858,0.41802,0.16905,-0.0393,0.32925,0.32673,-0.40663,-0.04847,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
21,AFTY,ETF,US,Cavanal Hill Active Core Fd Cl ,Cavanal Hill Active Core Fund Class A,USD,China Region,Cavanal Hill funds,PCX,NYSEArca,America/New_York,3343,1540.0,11670758.0,20.99,21.97,7.96,0.29136,27.32,-6.348,-0.23236,19.36,1.612,0.08326,0.0147,2015-03-11,0.32,Blend,Large,0.007,0.0068,0.9979,0.0,0.0439,0.0251,0.0774,0.2789,0.0154,0.3504,0.0713,0.0402,0.0203,0.0659,0.0111,2.13,18.78,15.67,2.72,"APSXX (""Cavanal Hill Government Secs MMkt Sel""): 0.0461, EFA (""iShares MSCI EAFE ETF""): 0.0303, ""United States Treasury Notes 1.38%"": 0.0204, AAPL (""Apple Inc""): 0.016, MSFT (""Microsoft Corp""): 0.0159, ""United States Treasury Notes 2.25%"": 0.0151, BKNG (""Booking Holdings Inc""): 0.0145, NCLH (""Norwegian Cruise Line Holdings Ltd""): 0.013, ""United States Treasury Bonds 1.12%"": 0.0129, ""United States Treasury Notes 2%"": 0.0125",0.5234,2021-06-30,0.0088,0.0014,-0.0591,-0.007,0.0274,0.0547,0.402,-0.0077,0.1782,0.0246,0.0458,3.0,2.0,0.33699,0.38622,-0.24148,0.43864,-0.00351,0.07408,0.11475,0.19135,-0.24276,0.0954,0.67665,-0.50899,0.42833,8.95,0.86,1.52,56.08,20.27,0.84,18.88
22,AGGP,ETF,US,Putnam Dynamic Asset Allocation,Putnam Dynamic Asset Allocation Balanced Fund Class C,USD,,Putnam,PCX,NYSEArca,America/New_York,7225,18620.0,23019592.0,19.904,19.872,2.72,0.1271,21.4,-1.52,-0.07103,18.68,1.2,0.06424,0.0233,2016-05-09,0.3856,Value,Small,0.003,0.0046,0.9979,0.0,0.0,0.0376,0.0,0.0,0.9248,0.0,0.0376,0.0,0.0,0.0,0.0,2.92,13.24,22.04,1.18,"ESZ21 (""E-mini S&P 500 Future Dec 21""): 0.1526, RTYZ21 (""E-mini Russell 2000 Index Future Dec 21""): 0.0411, ""Gsglpwdl R Us0001m P 12/15/25 Gs"": 0.0399, ""Gsglpwds P Us0001m R 12/15/25 Gs"": 0.0387, ZFZ21 (""5 Year Treasury Note Future Dec 21""): 0.0373, TNZ21 (""Ultra 10 Year US Treasury Note Future Dec 21""): 0.0309, AAPL (""Apple Inc""): 0.0305, MSFT (""Microsoft Corp""): 0.0299, UBZ21 (""Ultra US Treasury Bond Future Dec 21""): 0.0244, AMZN (""Amazon.com Inc""): 0.0217",0.8305,2020-12-31,0.0375,0.075,0.0054,-0.001,0.0223,0.032,0.0375,0.0905,0.029,0.0496,0.0926,3.0,1.0,0.03825,0.07151,-0.02075,0.04275,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-1.02,0.64,0.24,60.64,2.79,0.5,2.16
23,AGGY,ETF,US,,American Century One Choice Blend+ 2020 Portfolio A Class,USD,Intermediate-Term Bond,American Century Investments,PCX,NYSEArca,America/New_York,103374,95040.0,1065714944.0,51.873,52.035,2.72,0.0506,53.76,-1.61,-0.02995,51.04,1.11,0.02175,0.0219,2015-07-09,0.88,,,0.0012,0.0023,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"AVBNX (""Avantis© Core Fixed Income G""): 0.2666, AGBGX (""American Century Global Bond G""): 0.1177, AVUNX (""Avantis© U.S. Equity G""): 0.0896, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0685, ACFGX (""American Century Focused Dynamic Gr G""): 0.0596, APOGX (""American Century Short Dur Infl ProBd G""): 0.0517, AINGX (""American Century Inflation-Adjs Bond G""): 0.0469, AHGNX (""American Century NT High Income G""): 0.0451, AVGNX (""Avantis© Short-Term Fixed Income G""): 0.044, AVDNX (""Avantis© International Equity G""): 0.0434",0.1486,2021-06-30,-0.0173,0.0585,0.0122,0.0006,0.0248,0.0082,-0.0038,0.0518,0.0561,0.0378,0.0286,4.0,1.0,0.05985,0.11828,-0.0173,0.05218,0.00411,0.05678,-0.01855,0.05871,0.06207,0.07431,0.08281,0.04235,0.06573,-0.57,1.22,0.47,81.32,4.7,0.95,3.62
24,AGNG,ETF,US,Thrivent Balanced Income Plus F,Thrivent Balanced Income Plus Fund Class A,USD,Health,Thrivent Funds,NGM,NasdaqGM,America/New_York,5483,8900.0,60047984.0,29.299,29.403,7.86,0.22922,34.29,-7.0155,-0.20459,26.43,0.8445,0.03195,0.0029,2016-05-09,0.3856,Growth,Large,0.005,0.0049,0.9958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949,0.0,0.051,0.0,0.0,4.88,19.7,32.77,4.89,"""Thrivent Core International Equity"": 0.074, ""Thrivent Core Emerging Markets Debt"": 0.0567, RTYM21 (""E-mini Russell 2000 Index Future June 21""): 0.0262, ""Federal National Mortgage Association 2%"": 0.024, ""Federal National Mortgage Association 2.5%"": 0.015, ESM21 (""E-mini S&P 500 Future June 21""): 0.0144, MSFT (""Microsoft Corp""): 0.0134, AMZN (""Amazon.com Inc""): 0.0124, AAPL (""Apple Inc""): 0.0115",0.3211,2021-06-30,0.0948,-0.038,0.0472,0.0241,0.1015,0.068,0.2524,0.0493,0.1455,0.1267,0.2022,3.0,1.0,0.19285,0.24979,-0.00707,0.29196,0.083,0.26094,0.44879,0.2106,0.07507,0.14135,0.2568,-0.24887,0.09566,2.3,0.84,1.27,72.15,17.69,0.79,16.02
25,AGOX,ETF,US,,American Century One Choice Blend+ 2020 Portfolio R Class,USD,Tactical Allocation,American Century Investments,PCX,NYSEArca,America/New_York,57062,47610.0,162115536.0,26.297,26.097,7.42,0.24992,29.69,-4.95,-0.16672,22.27,2.47,0.11091,0.0008,2012-09-20,0.3856,Blend,Large,0.0155,0.0112,0.9979,0.0,0.0446,0.0301,0.1426,0.0191,0.0274,0.235,0.1007,0.119,0.0167,0.2598,0.0049,3.11,14.0,20.29,1.93,"AVBNX (""Avantis© Core Fixed Income G""): 0.2666, AGBGX (""American Century Global Bond G""): 0.1177, AVUNX (""Avantis© U.S. Equity G""): 0.0896, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0685, ACFGX (""American Century Focused Dynamic Gr G""): 0.0596, APOGX (""American Century Short Dur Infl ProBd G""): 0.0517, AINGX (""American Century Inflation-Adjs Bond G""): 0.0469, AHGNX (""American Century NT High Income G""): 0.0451, AVGNX (""Avantis© Short-Term Fixed Income G""): 0.044, AVDNX (""Avantis© International Equity G""): 0.0434",0.4316,2021-06-30,0.0981,0.029,0.0161,-0.0044,0.0484,0.0112,0.353,0.036,0.0864,0.0058,0.0175,6.0,2.0,0.36934,0.23715,-0.08198,0.27638,-0.05384,0.02085,-0.00702,0.04852,-0.02642,0.01815,0.32673,-0.39004,0.08189,1.72,1.61,1.6,92.43,19.03,0.94,10.98
26,AGQ,ETF,US,,American Century One Choice Blend+ 2020 Portfolio R6 Class,USD,Trading--Leveraged Commodities,American Century Investments,PCX,NYSEArca,America/New_York,949301,813950.0,661808448.0,36.142,42.803,34.4,0.53483,64.32,-31.65,-0.49207,29.92,2.75,0.09191,0.0156,2008-12-01,0.3856,,,0.0095,0.009,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"AVBNX (""Avantis© Core Fixed Income G""): 0.2666, AGBGX (""American Century Global Bond G""): 0.1177, AVUNX (""Avantis© U.S. Equity G""): 0.0896, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0685, ACFGX (""American Century Focused Dynamic Gr G""): 0.0596, APOGX (""American Century Short Dur Infl ProBd G""): 0.0517, AINGX (""American Century Inflation-Adjs Bond G""): 0.0469, AHGNX (""American Century NT High Income G""): 0.0451, AVGNX (""Avantis© Short-Term Fixed Income G""): 0.044, AVDNX (""Avantis© International Equity G""): 0.0434",2.0,2021-06-30,-0.1006,0.075,-0.1352,-0.001,0.1221,0.032,0.5725,0.0905,0.1585,0.0496,0.0926,6.0,6.0,0.59963,0.20114,-0.21343,0.0034,-0.00632,-0.40901,-0.31257,-0.04426,-0.18515,0.47488,0.58209,-0.39004,0.08189,26.41,2.3,3.03,25.58,69.83,0.5,6.48
27,AGZ,ETF,US,,American Century One Choice Blend+ 2025 Portfolio Investor Class,USD,Short Government,American Century Investments,PCX,NYSEArca,America/New_York,50870,34090.0,728093568.0,118.036,118.387,2.66,0.02221,119.77,-1.84,-0.01536,117.11,0.82,0.007,0.0083,2008-11-05,1.58,,,0.002,0.0013,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"AVBNX (""Avantis© Core Fixed Income G""): 0.2444, AVUNX (""Avantis© U.S. Equity G""): 0.1062, AGBGX (""American Century Global Bond G""): 0.1039, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0768, ACFGX (""American Century Focused Dynamic Gr G""): 0.0708, AHGNX (""American Century NT High Income G""): 0.0503, AVDNX (""Avantis© International Equity G""): 0.0474, AINGX (""American Century Inflation-Adjs Bond G""): 0.0415, APOGX (""American Century Short Dur Infl ProBd G""): 0.0372, LVOL (""American Century Low Volatility ETF""): 0.0325",0.4199,2021-06-30,-0.0069,0.0102,0.0009,0.0012,0.0072,-0.0001,-0.0044,0.0072,0.0418,0.0073,0.0049,11.0,1.0,0.05818,0.05649,0.0133,0.01845,0.00331,0.0055,0.00125,0.00437,0.01197,0.01766,0.00536,0.04708,0.07302,0.55,0.59,0.35,71.49,2.44,1.24,5.08
28,AGZD,ETF,US,,American Century One Choice Blend+ 2025 Portfolio I Class,USD,Nontraditional Bond,American Century Investments,NGM,NasdaqGM,America/New_York,28246,50480.0,202086208.0,46.846,46.979,3.26,0.06563,49.67,-3.07,-0.06181,46.41,0.19,0.00409,0.0192,2013-12-18,0.7,,,0.0023,0.0059,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"AVBNX (""Avantis© Core Fixed Income G""): 0.2444, AVUNX (""Avantis© U.S. Equity G""): 0.1062, AGBGX (""American Century Global Bond G""): 0.1039, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0768, ACFGX (""American Century Focused Dynamic Gr G""): 0.0708, AHGNX (""American Century NT High Income G""): 0.0503, AVDNX (""Avantis© International Equity G""): 0.0474, AINGX (""American Century Inflation-Adjs Bond G""): 0.0415, APOGX (""American Century Short Dur Infl ProBd G""): 0.0372, LVOL (""American Century Low Volatility ETF""): 0.0325",1.1267,2021-06-30,0.0065,0.0394,0.0028,0.0012,0.0043,0.0272,0.0197,0.0401,0.0197,0.013,0.0926,6.0,1.0,0.00639,0.04588,0.00588,0.02559,-0.03436,-0.02398,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,0.3,0.11,0.17,2.83,2.26,0.34,6.66
